1608605473880,91282CAX9,20000.000000
1608605473881,91282CBA80,30000.000000
1608605473881,91282CAZ4,50000.000000
1608605473881,91282CAY7,70000.000000
1608605473881,91282CAV3,100000.000000
1608605473882,912810ST6,200000.000000
1608605473882,912810SS8,300000.000000
1608605473882,91282CAX9,-20000.000000
1608605473883,91282CBA80,-30000.000000
1608605473883,91282CAZ4,-50000.000000
1608605473883,91282CAY7,-70000.000000
1608605473884,91282CAV3,-100000.000000
1608605473884,912810ST6,-200000.000000
1608605473885,912810SS8,-300000.000000
1608605473885,91282CAX9,40000.000000
1608605473885,91282CBA80,60000.000000
1608605473886,91282CAZ4,100000.000000
1608605473886,91282CAY7,140000.000000
1608605473887,91282CAV3,200000.000000
1608605473887,912810ST6,400000.000000
1608605473887,912810SS8,600000.000000
1608605473887,91282CAX9,-40000.000000
1608605473888,91282CBA80,-60000.000000
1608605473888,91282CAZ4,-100000.000000
1608605473888,91282CAY7,-140000.000000
1608605473888,91282CAV3,-200000.000000
1608605473889,912810ST6,-400000.000000
1608605473889,912810SS8,-600000.000000
1608605473889,91282CAX9,60000.000000
1608605473890,91282CBA80,90000.000000
1608605473890,91282CAZ4,150000.000000
1608605473890,91282CAY7,210000.000000
1608605473890,91282CAV3,300000.000000
1608605473891,912810ST6,600000.000000
1608605473891,912810SS8,900000.000000
1608605473891,91282CAX9,40000.000000
1608605473892,91282CBA80,60000.000000
1608605473892,91282CAZ4,100000.000000
1608605473892,91282CAY7,140000.000000
1608605473893,91282CAV3,200000.000000
1608605473893,912810ST6,400000.000000
1608605473894,912810SS8,600000.000000
1608605473894,91282CAX9,80000.000000
1608605473894,91282CBA80,120000.000000
1608605473894,91282CAZ4,200000.000000
1608605473895,91282CAY7,280000.000000
1608605473895,91282CAV3,400000.000000
1608605473895,912810ST6,800000.000000
1608605473896,912810SS8,1200000.000000
1608605473896,91282CAX9,20000.000000
1608605473897,91282CBA80,30000.000000
1608605473897,91282CAZ4,50000.000000
1608605473897,91282CAY7,70000.000000
1608605473897,91282CAV3,100000.000000
1608605473898,912810ST6,200000.000000
1608605473898,912810SS8,300000.000000
1608605473898,91282CAX9,100000.000000
1608605473899,91282CBA80,150000.000000
1608605473899,91282CAZ4,250000.000000
1608605473900,91282CAY7,350000.000000
1608605473900,91282CAV3,500000.000000
1608605473900,912810ST6,1000000.000000
1608605473901,912810SS8,1500000.000000
1608605473901,91282CAX9,0.000000
1608605473902,91282CBA80,0.000000
1608605473902,91282CAZ4,0.000000
1608605473902,91282CAY7,0.000000
1608605473903,91282CAV3,0.000000
1608605473903,912810ST6,0.000000
1608605473903,912810SS8,0.000000
1608605473905,91282CAX9,20000.000000
1608605473906,912810SS8,300000.000000
1608605473907,912810ST6,200000.000000
1608605473907,91282CAV3,100000.000000
1608605473908,91282CAY7,70000.000000
1608605473909,91282CAZ4,50000.000000
1608605473912,91282CBA80,30000.000000
1608605473913,91282CAX9,40000.000000
1608605473913,912810SS8,600000.000000
1608605473914,912810ST6,400000.000000
1608605473915,91282CAV3,200000.000000
1608605473916,91282CAY7,140000.000000
1608605473917,91282CAZ4,100000.000000
1608605473918,91282CBA80,60000.000000
1608605473919,91282CAX9,60000.000000
1608605473920,912810SS8,900000.000000
1608605473920,912810ST6,600000.000000
